0, 62, 0.0, 18.0
0, 31, -1.0, 28.0
0, 100, 23.0, 23.0
0, 26, 0.0, 18.0
0, 100, 9.0, 19.0
0, 100, 11.0, 16.0
0, 28, -1.0, 16.0
1, 100, 16.0, 2.0
0, 27, 0.0, 23.0
1, 100, 15.0, 11.0
1, 100, 7.0, 7.0
0, 20, 0.0, 19.0
0, 100, 17.0, 20.0
1, 100, 12.0, 12.0
1, 100, 4.0, 1.0
0, 100, 9.0, 27.0
0, 100, 8.0, 8.0
0, 100, 2.0, 25.0
0, 100, 1.0, 18.0
0, 100, 11.0, 21.0
1, 100, 15.0, 13.0
1, 100, 28.0, 14.0
0, 100, 5.0, 21.0
0, 100, 1.0, 21.0
0, 100, 11.0, 22.0
0, 100, 14.0, 29.0
1, 100, 15.0, 12.0
1, 100, 25.0, 15.0
0, 100, 21.0, 21.0
0, 100, 20.0, 23.0
0, 100, 18.0, 27.0
1, 100, 24.0, 20.0
1, 100, 26.0, 19.0
0, 100, 16.0, 25.0
0, 100, 19.0, 22.0
0, 22, -2.0, 29.0
0, 100, 15.0, 28.0
1, 24, 22.0, -1.0
0, 100, 9.0, 30.0
1, 100, 26.0, 25.0
1, 100, 25.0, 22.0
1, 100, 13.0, 12.0
0, 100, 16.0, 28.0
0, 100, 3.0, 15.0
1, 100, 13.0, 10.0
0, 12, -2.0, 19.0
1, 100, 19.0, 10.0
1, 22, 11.0, 0.0
1, 76, 5.0, 0.0
0, 22, -1.0, 20.0
1, 29, 19.0, 0.0
1, 10, 19.0, 0.0
1, 41, 3.0, 0.0
1, 12, 25.0, 0.0
1, 44, 19.0, 0.0
1, 25, 19.0, -3.0
0, 13, -1.0, 25.0
0, 59, -5.0, 17.0
0, 32, -1.0, 17.0
0, 45, -7.0, 18.0
0, 16, 0.0, 25.0
0, 45, -8.0, 16.0
0, 27, -1.0, 23.0
0, 41, -2.0, 7.0
1, 31, 26.0, -1.0
0, 62, 0.0, 8.0
1, 38, 22.0, -3.0
1, 13, 24.0, 0.0
1, 21, 26.0, -2.0
1, 15, 20.0, 0.0
0, 35, -1.0, 9.0
1, 30, 23.0, 0.0
1, 57, 22.0, -5.0
0, 28, 0.0, 19.0
1, 28, 13.0, -1.0
0, 22, -2.0, 22.0
0, 29, -1.0, 22.0
0, 78, -1.0, 25.0
1, 24, 12.0, 0.0
1, 28, 21.0, -1.0
1, 20, 20.0, -2.0
0, 100, 7.0, 11.0
1, 63, 17.0, 0.0
0, 41, 0.0, 14.0
0, 46, 0.0, 21.0
0, 90, -1.0, 11.0
1, 28, 9.0, -1.0
1, 46, 8.0, 0.0
0, 65, -3.0, 17.0
1, 41, 10.0, 0.0
0, 22, 0.0, 27.0
0, 28, -3.0, 24.0
0, 19, 0.0, 25.0
1, 58, 1.0, 0.0
0, 12, -3.0, 30.0
1, 47, 4.0, 0.0
0, 12, 0.0, 28.0
0, 12, 0.0, 27.0
