0, 38, -4.0, 7.0
0, 36, -1.0, 1.0
0, 36, 0.0, 4.0
0, 40, -5.0, 27.0
1, 84, 25.0, 0.0
1, 8, 24.0, -1.0
0, 35, -3.0, 2.0
1, 24, 26.0, 0.0
0, 72, -6.0, 9.0
1, 7, 28.0, -3.0
1, 7, 22.0, -1.0
1, 8, 30.0, -1.0
0, 70, -1.0, 12.0
0, 99, -5.0, 2.0
0, 65, 0.0, 27.0
0, 85, 0.0, 15.0
0, 13, -2.0, 30.0
0, 97, 0.0, 21.0
0, 30, -7.0, 18.0
0, 24, -1.0, 16.0
1, 100, 16.0, 13.0
0, 31, -4.0, 22.0
0, 24, 0.0, 21.0
0, 15, -2.0, 10.0
0, 38, -2.0, 11.0
1, 100, 19.0, 8.0
0, 27, 0.0, 13.0
0, 31, -8.0, 12.0
0, 26, 0.0, 15.0
0, 28, -2.0, 11.0
0, 51, 0.0, 30.0
0, 26, -3.0, 15.0
0, 100, 7.0, 13.0
0, 100, 12.0, 22.0
0, 100, 2.0, 14.0
0, 89, 0.0, 18.0
0, 100, 12.0, 16.0
1, 100, 18.0, 4.0
1, 100, 14.0, 6.0
1, 15, 30.0, -1.0
0, 60, -3.0, 2.0
0, 32, -1.0, 7.0
0, 27, -5.0, 18.0
0, 28, -3.0, 20.0
0, 24, -2.0, 24.0
0, 21, 0.0, 27.0
1, 84, 11.0, 0.0
0, 28, -1.0, 9.0
0, 63, 0.0, 24.0
0, 90, -3.0, 14.0
0, 100, 7.0, 8.0
0, 95, -1.0, 19.0
1, 10, 27.0, -1.0
1, 12, 30.0, -1.0
1, 100, 19.0, 2.0
0, 100, 13.0, 14.0
0, 100, 16.0, 19.0
0, 72, -1.0, 11.0
0, 66, 0.0, 4.0
0, 100, 9.0, 19.0
1, 79, 3.0, 0.0
1, 100, 13.0, 10.0
1, 100, 16.0, 13.0
0, 36, -5.0, 12.0
0, 49, -1.0, 1.0
0, 53, -5.0, 8.0
1, 100, 20.0, 6.0
0, 51, 0.0, 14.0
1, 100, 29.0, 10.0
0, 46, -1.0, 14.0
1, 100, 30.0, 13.0
0, 65, -1.0, 9.0
0, 100, 8.0, 15.0
0, 100, 6.0, 8.0
0, 100, 1.0, 16.0
1, 100, 9.0, 8.0
0, 100, 3.0, 18.0
1, 100, 20.0, 15.0
1, 100, 24.0, 12.0
1, 100, 13.0, 8.0
1, 100, 26.0, 4.0
1, 100, 21.0, 10.0
1, 100, 26.0, 19.0
1, 100, 27.0, 9.0
0, 100, 11.0, 13.0
0, 100, 11.0, 19.0
0, 100, 20.0, 24.0
0, 51, -2.0, 15.0
0, 84, -4.0, 8.0
1, 100, 20.0, 18.0
0, 88, -7.0, 18.0
1, 100, 24.0, 20.0
0, 100, 16.0, 22.0
0, 85, -1.0, 17.0
0, 100, 15.0, 26.0
0, 30, -3.0, 28.0
0, 85, -2.0, 21.0
0, 85, -3.0, 13.0
0, 84, -2.0, 9.0
1, 40, 29.0, -5.0
